element_type,osmid,highway,geometry,maxspeed,nodes,cycleway,lanes,lanes:backward,lanes:forward,name,smoothness,surface,centre_turn_lane,oneway,bridge,layer,lit,cycleway:both,turn:lanes:forward,turn:lanes:backward,destination,junction,lanes:both_ways,turn:lanes:both_ways,note:lanes,postal_code,turn:lanes,store,note,cycleway:right,alt_name,ref,bicycle,destination:ref,hov:lanes,surface:note,tiger:cfcc,tiger:county,tiger:name_base_1,tiger:reviewed,destination:lanes,motor_vehicle:lanes,junction:ref,maxspeed:advisory,source,postal_code:left,postal_code:right,cycleway:left,adot_name,hgv,hov,hov:conditional,motor_vehicle,motor_vehicle:conditional,name_1,destination:street,tiger:name_base,tiger:name_direction_prefix,tiger:name_type,sidewalk,cycleway:right:lane,name:en,name:es,noref,old_ref,tunnel,destination:ref:to,sidewalk:right:surface,shoulder,traffic_sign,check_date,access,oneway:bicycle,hov:minimum,ref:left,ref:right,horse,foot
way,240675250,primary,"LINESTRING (-111.9775254 33.6718414, -111.9775133 33.6711327, -111.9774147 33.6709924)",45 mph,"[1950143040, 2267446115, 4421885224]",,2,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,244375488,secondary,"LINESTRING (-111.9802913 33.6813697, -111.9805845 33.681456, -111.9812135 33.6816409, -111.9814617 33.6817191, -111.9817807 33.6818201, -111.9820349 33.6819033, -111.9822461 33.6819747, -111.9825096 33.682064, -111.9827644 33.6821527, -111.9830363 33.6822496, -111.9846361 33.6828594, -111.9849172 33.6829761, -111.9852086 33.6830992, -111.9854976 33.6832236, -111.98578 33.6833475, -111.985914 33.6834061)",40 mph,"[2517015911, 10010860745, 4361837017, 316097520, 4363360493, 4363360494, 4363360495, 4363360496, 4363360499, 41630306, 41630310, 4363360514, 4363360522, 4363360524, 41630312, 3909150166]",,4,2,2,East Deer Valley Road,good,asphalt,,no,,,,,,,,,,,,85050,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,244375489,secondary,"LINESTRING (-111.9800056 33.6812898, -111.9802913 33.6813697)",40 mph,"[2517015906, 2517015911]",,2,2,2,East Deer Valley Road,good,asphalt,,no,yes,1,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,259685159,primary,"LINESTRING (-111.977059 33.6805312, -111.9770342 33.6806271, -111.97692 33.6810662, -111.9768107 33.6814585, -111.9765646 33.6821728, -111.9763603 33.6826703)",45 mph,"[41630302, 2267446176, 2267446178, 1950143052, 316092860, 41603625]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,85054,,"Target, 21001 N Tatum Blvd, Phoenix",,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298825261,secondary,"LINESTRING (-111.978283 33.6807124, -111.9773975 33.6804366, -111.977277 33.6803993)",,"[4351397683, 3413233182, 3027744198]",,5,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,left|left||through;right|right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298825263,secondary,"LINESTRING (-111.97971 33.6812062, -111.9799801 33.6812823, -111.9800056 33.6812898)",40 mph,"[41630304, 2517015903, 2517015906]",,2,2,2,East Deer Valley Road,good,asphalt,,no,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824442,secondary,"LINESTRING (-111.977059 33.6805312, -111.977246 33.6805797)",40 mph,"[41630302, 1950143050]",,2,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824443,secondary,"LINESTRING (-111.977246 33.6805797, -111.9773636 33.6806142, -111.9793522 33.6811471, -111.97971 33.6812062)",40 mph,"[1950143050, 2267446175, 3027744200, 41630304]",,2,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824444,secondary,"LINESTRING (-111.969047 33.6782655, -111.969185 33.6783063, -111.969575 33.678428, -111.9704911 33.6787138)",40 mph,"[3127180668, 2511022112, 10010860749, 3027744190]",lane,2,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824445,secondary,"LINESTRING (-111.9748966 33.6797825, -111.9745316 33.6796902, -111.9742448 33.6796164)",,"[3027744195, 3027744194, 5158785105]",lane,2,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824454,primary,"LINESTRING (-111.977277 33.6803993, -111.9772971 33.6802885, -111.977364 33.6799188, -111.9774388 33.6793905, -111.9774436 33.679282, -111.977465 33.6790014)",45 mph,"[3027744198, 2267446173, 2267446171, 2267446169, 4421715020, 5158346255]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325824455,primary,"LINESTRING (-111.977096 33.6803527, -111.977059 33.6805312)",45 mph,"[3027744197, 41630302]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,85054,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326756867,secondary,"LINESTRING (-111.9700089 33.6783556, -111.9692352 33.678116, -111.969119 33.6780787)",,"[4351452810, 3127180683, 3127168697]",lane,4,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,left|||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326756869,primary,"LINESTRING (-111.9775147 33.6745155, -111.977515 33.6739939)",45 mph,"[1950143044, 4089573460]",,2,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326756871,motorway,"LINESTRING (-111.9844176 33.673068, -111.9871478 33.6730617, -111.987429 33.673061)",65 mph,"[257991070, 10229270866, 793901575]",,6,,,Pima Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,,slight_left;through|none|none|none|none|none,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,AZ 101 Loop,no,,designated|yes|yes|yes|yes|yes,This is a concrete road with a rubberised coating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326756872,motorway_link,"LINESTRING (-111.9811188 33.6732447, -111.9821561 33.6731958, -111.9830144 33.6731592, -111.9837168 33.6731322, -111.9844176 33.673068)",,"[3334218200, 5809560527, 3334218199, 3334218198, 257991070]",,1,,,,excellent,concrete,,yes,,,yes,,,,,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326935804,secondary,"LINESTRING (-111.9706768 33.6680642, -111.9703864 33.6679773, -111.9701359 33.6678946, -111.9698513 33.6677926, -111.9695986 33.6676883, -111.9690989 33.6674701, -111.9685799 33.6672146, -111.9680948 33.666928, -111.9674882 33.6665217, -111.9669167 33.6660819, -111.9659226 33.6652137, -111.9656912 33.6650089, -111.9655383 33.6648777, -111.965362 33.6647332, -111.9652024 33.6646126, -111.9650146 33.6644759, -111.9647297 33.664304, -111.9645426 33.664203, -111.9643427 33.6641059, -111.9639981 33.6639535, -111.9637587 33.6638609, -111.9634943 33.6637818)",45 mph,"[4351446650, 4853809239, 257990229, 4853809238, 3336445562, 257990230, 3336445561, 257990231, 3336445560, 257990232, 5434502194, 257990233, 5434502193, 5434502192, 5434502191, 5434502190, 257990234, 5434502189, 5434502188, 257990235, 5434502187, 4351446642]",,3,1,1,East Mayo Boulevard,good,asphalt,yes,no,,,,,,,,,1,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326935806,secondary,"LINESTRING (-111.9709298 33.668132, -111.970725 33.6680785)",45 mph,"[3336445564, 3336445563]",,3,2,1,East Mayo Boulevard,good,asphalt,yes,no,yes,1,,,,left|,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326943418,primary,"LINESTRING (-111.9773008 33.6734687, -111.9772971 33.6737046)",45 mph,"[2267446155, 1950174062]",,3,,,North Tatum Boulevard,excellent,concrete,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,406918383,motorway_link,"LINESTRING (-111.9773048 33.6728967, -111.9771832 33.6727501, -111.9771011 33.6726786, -111.9769986 33.672611, -111.9769198 33.6725727, -111.9768041 33.6725305, -111.9766602 33.672495, -111.9765366 33.6724794, -111.9763191 33.6724796)",,"[2267446138, 2267446136, 257990606, 5813745701, 257990607, 257990608, 5813745702, 2267446125, 257990609]",,2,,,,,concrete,,yes,,,,,,,,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,AZ 101 Loop East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,406918384,motorway_link,"LINESTRING (-111.9774564 33.672996, -111.9775222 33.6730987)",,"[2267446141, 2267446142]",,2,,,,,concrete,,yes,,,,,,,,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,406918385,primary,"LINESTRING (-111.977515 33.6739939, -111.977521 33.6733321)",45 mph,"[4089573460, 2267446151]",,4,,,North Tatum Boulevard,,concrete,,yes,,,,,,,,,,,,,left|left||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327423,secondary,"LINESTRING (-111.97971 33.6812062, -111.9795758 33.6811451)",,"[41630304, 4351397686]",,2,,,East Deer Valley Road,,,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327424,secondary,"LINESTRING (-111.9786943 33.6808405, -111.978283 33.6807124)",,"[4351397684, 4351397683]",,2,,,East Deer Valley Road,,,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327426,secondary,"LINESTRING (-111.977277 33.6803993, -111.977096 33.6803527)",,"[3027744198, 3027744197]",,2,,,East Deer Valley Road,,,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327429,secondary,"LINESTRING (-111.9759909 33.6802629, -111.9769214 33.6804995, -111.977059 33.6805312)",40 mph,"[4351397682, 2267446174, 41630302]",lane,4,,,East Deer Valley Road,good,asphalt,,yes,,,,,,,,,,,,,left|left||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327430,secondary,"LINESTRING (-111.9795758 33.6811451, -111.9793833 33.6810551, -111.9786943 33.6808405)",,"[4351397686, 3027744199, 4351397684]",,3,,,East Deer Valley Road,,,,yes,,,,,,,,,,,,,||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327435,primary,"LINESTRING (-111.9772253 33.679564, -111.977212 33.6796677)",45 mph,"[4351397680, 4351397681]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327436,primary,"LINESTRING (-111.9773207 33.6772633, -111.977319 33.6773338, -111.9773183 33.6777355)",45 mph,"[4351397660, 10010860763, 4351397663]",,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327439,primary,"LINESTRING (-111.977306 33.6718453, -111.977305 33.6726099)",45 mph,"[2483864995, 2267446134]",,5,,,North Tatum Boulevard,,concrete,,yes,,,,,,,,,,,,,left|left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327440,primary,"LINESTRING (-111.9775142 33.6754018, -111.9775163 33.6750383)",45 mph,"[4351397646, 1950143045]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327441,primary,"LINESTRING (-111.9775144 33.6755636, -111.9775142 33.6754018)",45 mph,"[4351397647, 4351397646]",,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327443,primary,"LINESTRING (-111.9773137 33.6750388, -111.9773201 33.6756898, -111.9773229 33.6759732)",45 mph,"[1375482117, 4421715031, 4351397648]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327445,primary,"LINESTRING (-111.9775183 33.6780211, -111.9775184 33.6776896)",,"[4351397664, 4351397661]",,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327446,primary,"LINESTRING (-111.9775163 33.6750383, -111.9775147 33.6745155)",45 mph,"[1950143045, 1950143044]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327447,primary,"LINESTRING (-111.9772528 33.6793184, -111.9772253 33.679564)",45 mph,"[316092861, 4351397680]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327448,primary,"LINESTRING (-111.976992 33.6815548, -111.9770358 33.6814021)",45 mph,"[1950143054, 4351397687]",,2,,,North Tatum Boulevard,,asphalt,,yes,,,,,,,,,,,,85050,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327450,primary,"LINESTRING (-111.9773229 33.6759732, -111.9773224 33.6762109)",45 mph,"[4351397648, 4351397649]",lane,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327453,primary,"LINESTRING (-111.9773105 33.6747387, -111.9773137 33.6750388)",45 mph,"[4351397645, 1375482117]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327454,primary,"LINESTRING (-111.9762316 33.6829529, -111.9759386 33.6835424, -111.975821 33.6837664)",45 mph,"[41721587, 2267446181, 4351397791]",,2,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,85054,,"Target, 21001 N Tatum Blvd, Phoenix",,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327455,primary,"LINESTRING (-111.9773224 33.6762109, -111.9773214 33.67662, -111.977321 33.6766774)",45 mph,"[4351397649, 2267446162, 2514659894]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327457,primary,"LINESTRING (-111.9773071 33.674481, -111.9773105 33.6747387)",45 mph,"[4351397644, 4351397645]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327458,primary,"LINESTRING (-111.9772971 33.6737046, -111.9773038 33.6742864)",45 mph,"[1950174062, 7557591153]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327459,primary,"LINESTRING (-111.975728 33.6843232, -111.9757799 33.6842356, -111.9759761 33.6838993, -111.9763385 33.6832174, -111.9765499 33.682734)",45 mph,"[1950143063, 2267446185, 1950143061, 1950143059, 4351397790]",,2,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,85050,,"Target, 21001 N Tatum Blvd, Phoenix",,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327460,primary,"LINESTRING (-111.9771486 33.6809883, -111.977204 33.6807568, -111.9772239 33.680678, -111.977246 33.6805797)",45 mph,"[4351397685, 10695248632, 2267446177, 1950143050]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,85050,left|left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327461,primary,"LINESTRING (-111.9773183 33.6777355, -111.9773155 33.6782755, -111.9773071 33.6784892)",45 mph,"[4351397663, 316092862, 4351397671]",,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327462,primary,"LINESTRING (-111.9775166 33.6773866, -111.9775138 33.6769171, -111.977515 33.6768566)",45 mph,"[5158346254, 2267446165, 1950143046]",,5,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327467,primary,"LINESTRING (-111.9772895 33.6788817, -111.9772725 33.6791052, -111.9772528 33.6793184)",45 mph,"[4351397677, 2267446168, 316092861]",,4,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327468,primary,"LINESTRING (-111.977321 33.6766774, -111.977323 33.6767504)",45 mph,"[2514659894, 4421715026]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327472,primary,"LINESTRING (-111.977515 33.6768566, -111.977515 33.6767791)",45 mph,"[1950143046, 4421715035]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327473,primary,"LINESTRING (-111.9773071 33.6784892, -111.9772972 33.6787391)",45 mph,"[4351397671, 4421704378]",,3,,,North Tatum Boulevard,good,asphalt,,yes,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",Split road for bus routes.,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327475,motorway,"LINESTRING (-111.9787071 33.6728575, -111.9781863 33.6728604)",65 mph,"[4351397642, 316079319]",,5,,,Pima Freeway,,asphalt,,yes,,,yes,,,,,,,,left lane is hov,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,AZ 101 Loop,no,,designated|yes|yes|yes|yes,This is a concrete road with a rubberised coating.,A15,"Maricopa, AZ",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327476,motorway,"LINESTRING (-111.9800294 33.6728502, -111.9787071 33.6728575)",65 mph,"[4351397641, 4351397642]",,5,,,Pima Freeway,,asphalt,,yes,,,yes,,,,,,,,left lane is hov,,||||merge_to_left,"Target, 21001 N Tatum Blvd, Phoenix",,,,AZ 101 Loop,no,,designated|yes|yes|yes|yes,This is a concrete road with a rubberised coating.,A15,"Maricopa, AZ",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327477,motorway_link,"LINESTRING (-111.976211 33.6734403, -111.976627 33.6734262)",,"[4351397643, 257991000]",,4,,,,,concrete,,yes,,,,,,,Tatum Boulevard,spui,,,,,left|left|right|right,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327478,motorway_link,"LINESTRING (-111.9854526 33.6728101, -111.984499 33.672744, -111.9836604 33.6727514, -111.9834295 33.6727396, -111.983097 33.6727227)",,"[257989156, 5809560526, 5809560525, 10229321984, 5134612578]",,2,,,,excellent,concrete,,yes,,,yes,,,,Tatum Boulevard,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327479,motorway_link,"LINESTRING (-111.978632 33.6724905, -111.9785072 33.6724836, -111.978427 33.6724792)",,"[4351397638, 6231793644, 257989269]",,4,,,,excellent,concrete,,yes,,,,,,,Tatum Boulevard,spui,,,,,left|left|right|right,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327482,motorway_link,"LINESTRING (-111.9773948 33.6731175, -111.9773597 33.673216, -111.9773008 33.6734687)",,"[2267446143, 2267446147, 2267446155]",,2,,,,excellent,concrete,,yes,,,,,,,Tatum Boulevard,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327486,motorway_link,"LINESTRING (-111.9773994 33.6728705, -111.9774592 33.6727432, -111.9774986 33.672617, -111.9775237 33.6724898)",,"[2267446139, 2267446133, 2267446129, 2267446130]",,2,,,,,concrete,,yes,,,,,,,Tatum Boulevard,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327487,motorway_link,"LINESTRING (-111.9698097 33.6723081, -111.9707603 33.6726233, -111.9717782 33.6728606, -111.9726185 33.6730556, -111.9729473 33.6731333, -111.9732674 33.6731965, -111.9736475 33.6732637, -111.9740241 33.6733161)",,"[257987327, 257990995, 257990996, 5809560499, 257990997, 5809560500, 5809560502, 5809560501]",,1,,,,,asphalt,,yes,,,,,,,Tatum Boulevard,spui,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,no,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437327488,primary_link,"LINESTRING (-111.9774436 33.679282, -111.9773967 33.6790029, -111.9774129 33.6787351, -111.9774089 33.6786703, -111.9774022 33.6786279, -111.9773753 33.6785822)",,"[4421715020, 4351397678, 4351397676, 4351397675, 4351397674, 4351397673]",,1,,,,good,asphalt,,yes,,,,,,,,,,,,,left,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437328007,secondary,"LINESTRING (-111.9767283 33.6686801, -111.9759276 33.6686775)",,"[4351397759, 4351397758]",,2,1,1,East Mayo Boulevard,good,asphalt,,no,,,,,,,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437328008,secondary,"LINESTRING (-111.9759276 33.6686775, -111.9754712 33.6686883, -111.9752648 33.668691)",,"[4351397758, 5835796454, 257990225]",,4,1,2,East Mayo Boulevard,good,asphalt,,no,,,,,|right,,,,1,left,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437328009,secondary,"LINESTRING (-111.977418 33.6686928, -111.977185 33.6686816, -111.9768848 33.6686806, -111.9767283 33.6686801)",,"[4421885228, 2267446111, 10222579993, 4351397759]",,3,2,1,East Mayo Boulevard,good,asphalt,,no,,,,,,left|,,,,,,,,"Target, 21001 N Tatum Blvd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
